ID,TARGET
3452,you re a good actor 
3453,you re a good kid 
3454,you re a good musician 
3455,you re a desperate person 
3456,you re a better friend of mine 
3457,you re a social one of us 
3458,you re a kid 
3459,you re a smart child 
3460,you re a talented child 
3461,you re a fileom 
3462,you re a show 
3463,you re a very lucky guy 
3464,you re a very sharp guy 
3465,you re a big boy 
3466,you re a hero 
3467,you re a good man 
3468,you re a funny man 
3469,you re a dead man 
3470,you re a terrible piece of idiots 
3471,you re a fool and a coward 
3472,you re a monster 
3473,you re a little overweight 
3474,you re a little weird 
3475,you re a little taller than me 
3476,you re a little taller than me 
3477,you re a little shorter than me 
3478,you re a little shorter than me 
3479,you re a liar 
3480,you re a problem 
3481,you re a professional and i m a friendly speaker 
3482,you re a dream 
3483,you re a brokeer 
3484,you re a very good artist 
3485,you re a very good driver 
3486,you re a very good dancer 
3487,you re a thief 
3488,you re a real feet 
3489,you re an artist 
3490,you re a very good artist 
3491,you re a beautiful girl 
3492,you re a good student 
3493,you re one of my best friends 
3494,you re a child 
3495,you re a woman 
3496,you re a woman-essed woman 
3497,you re a weird girl 
3498,you re a lucky girl 
3499,you re a woman-fed girl 
3500,you re a big liar 
3501,you re a silly person 
3502,you re a terrible piece of energy 
3503,you re a funny woman 
3504,you re a pretty young girl 
3505,you re a difficult person to find 
3506,you re a very selfish person 
3507,you re a very generous person 
3508,you re a very important person for me 
3509,you re a broken brokeer 
3510,you re a very beautiful woman 
3511,you re a very beautiful girl 
3512,you re a very pretty girl 
3513,you re a thorough 
3514,you re really weird 
3515,you re really difficult to understand 
3516,you re really sweet 
3517,you re really evil 
3518,you re really smart 
3519,you re doing a good job 
3520,you re mistaken 
3521,you re part of the team 
3522,you re part of the family 
3523,you re part of my life 
3524,are you getting cold? 
3525,you re playing a great game 
3526,you read my thought 
3527,you re hiding something don t at all 
3528,you re ashamed of me 
3529,you re walking to me aren t you? 
3530,you re wasting my time 
3531,you really scare me 
3532,you re getting tired of me 
3533,you make me nervous 
3534,you have no right to smoke here 
3535,you re not entirely wrong 
3536,you re not wrong 
3537,you re not listening 
3538,you re not old enough to drive 
3539,you re not old enough to do that 
3540,you re not old enough to drive 
3541,you re not allowed to swim here 
3542,you re not allowed to leave this room 
3543,you re not allowed to do that 
3544,you re not allowed to swim here 
3545,you re not allowed to leave this room 
3546,you re not hurt 
3547,you re not supposed to have this key 
3548,you re not supposed to know that 
3549,you re not like everyone 
3550,you re not normal 
3551,you re not in danger 
3552,you re not driving 
3553,you re not dying 
3554,you re not old to drive 
3555,you re not ready yet 
3556,you re not invinctive 
3557,you re not young 
3558,you re not welcome in this house 
3559,you re not the only canadian girl here 
3560,you re not welcome in this house 
3561,you re not welcome here 
3562,you re not the problem 
3563,you re not the only canadian girl here 
3564,you don t need 
3565,you re not a saint anymore 
3566,you re not a secret either 
3567,you re not poor are you? 
3568,you re not in such a hurry? 
3569,you re not in such a hurry? 
3570,you re not ready for that 
3571,you re not ready 
3572,you re not ready for that 
3573,you re not that important 
3574,you didn t go out of the candle 
3575,you re not stupid 
3576,you re not even dressed today 
3577,you re not too bad 
3578,you re not a loser 
3579,you re not a very good liar 
3580,you re not a bad person 
3581,you re not a very good liar 
3582,you re not funny anymore 
3583,you re not funny anymore 
3584,you re not allowed to talk anymore 
3585,you re not allowed to talk anymore 
3586,you re not welcome home anymore 
3587,you re not the most welcome of my house 
3588,you re not young anymore 
3589,you re never home 
3590,you re just a good thing 
3591,you re only a young girl 
3592,you re not allowed 
3593,you re not allowed 
3594,you re not making weight 
3595,you don t do it right 
3596,you don t interfere at me 
3597,you don t tell me the truth 
3598,you don t tell me the truth 
3599,you re not a big piece of something 
3600,you re not missing anything 
3601,you re not smiling 
3602,you re not going anywhere 
3603,you won t win 
3604,you re not going to do it 
3605,you re not going to go out like that 
3606,you re not going to shoot this 
3607,you re losing 
3608,you may leave now 
3609,you re wearing your sweater to him 
3610,you re wearing your sweater to him 
3611,you re dreaming 
3612,you re blushing! i don t drive 
3613,you re bleeding again 
3614,you re smiling 
3615,you re getting out of it without me 
3616,you re getting out of it very well 
3617,you have my place on your place 
3618,you re very well on yourself 
3619,you re just looking forward to 
3620,you re acting like a fool 
3621,you re acting strange 
3622,you re hurting yourself 
3623,you re lying to you anyway 
3624,you feel better aren t you? 
3625,you re standing on my way 
3626,you re through my way 
3627,you re on the list 
3628,you re going to love 
3629,you ll like this music 
3630,you re going to need some help 
3631,you re going to have some problems 
3632,you re going to become a mother 
3633,you ll have to have to wait a little 
3634,you ll have to trust tom 
3635,you re going to need it 
3636,you re still going to be late 
3637,you re still going to be late for school 
3638,you re going to be late for work 
3639,you re going to be jealous 
3640,you re going to be jealous 
3641,we ll miss you 
3642,you ll pay for that 
3643,you re going to hurt yourself 
3644,you re going to hurt yourself 
3645,i m really going to miss you 
3646,you ll get there all after you go 
3647,a long time is waiting for us 
3648,your job is interested in me 
3649,you re going to need some help 
3650,you re going to become a mother 
3651,you ll have to have to wait here 
3652,you ll have to have to wait a little 
3653,you ll have to trust tom 
3654,you re still going to be late 
3655,you re going to be proud of me 
3656,you re going to be jealous 
3657,you re going to be jealous 
3658,you re going to be jealous 
3659,you re going to make me blush 
3660,you re going to die 
3661,we ll miss you 
3662,you ll pay for this 
3663,you re going to want to see that 
3664,you re really going to miss me 
3665,you ll be the attention on you 
3666,you have big problems now 
3667,you re lucky to be alive 
3668,you re ten minutes late 
3669,you re the same age as i am 
3670,you re absolutely right 
3671,you re afraid of the truth 
3672,you re almost right 
3673,you re right 
3674,you re right for a thing 
3675,you re right 
3676,you re sleepy so you go to bed 
3677,you re both wrong 
3678,you re all wrong 
3679,you have a renten month late 
3680,you have a late time for your rent 
3681,you re starting to annoy me 
3682,you re getting bored 
3683,you make a serious mistake 
3684,you re very rude 
3685,you re under the truth 
3686,you re getting more beautiful 
3687,you must stay here 
3688,you and i are in the same boat 
3689,you re out of options 
3690,you re out of time 
3691,you re as drunk as a driving 
3692,you re at the time 
3693,you re in love 
3694,you re in love 
3695,you re in love 
3696,you re sitting in my place 
3697,you re with tom aren t you? 
3698,you re greedy 
3699,you re way too late 
3700,you re too young to do this 
3701,you re too young to do this 
3702,you re supposed to do that 
3703,you re supposed to do that 
3704,you re supposed to do that 
3705,you re lucky to have a job 
3706,you re lucky to have such a good job 
3707,you re lucky to have a job 
3708,you re lucky to have such a good job 
3709,you re lucky to have such a good job 
3710,you re the way you are 
3711,you re contagious 
3712,you re contagious 
3713,you re happy 
3714,you re happy 
3715,you re happy 
3716,you re happy 
3717,you re curious aren t you? 
3718,you re curious aren t you? 
3719,you re dangerous 
3720,you re dangerous 
3721,you re my age 
3722,you re true 
3723,you re good at this 
3724,you re so good for that 
3725,you re in danger too 
3726,you re under arrest 
3727,you re under arrestation 
3728,you re in better shape than me 
3729,you re late for ten minutes 
3730,you re safe with us 
3731,you re safe here 
3732,you re still young and healthy 
3733,you re still more beautiful in person 
3734,you re in good hands now 
3735,you re experienced 
3736,you re the one for another one 
3737,you re at my place 
3738,you re generous 
3739,you re generous 
3740,you re out of danger 
3741,you re safe here 
3742,you re art fashioned 
3743,you re involved 
3744,you re involved 
3745,you re involved 
3746,you re printed 
3747,you re impulsive 
3748,you re innocent 
3749,you re innocent 
3750,you re innocent 
3751,you re worried 
3752,you re interesting 
3753,you re introvented 
3754,you re irresponsible 
3755,you re young and strong 
3756,you re young and strong 
3757,you re young and strong 
3758,you re young and strong 
3759,you re right at the time 
3760,you re the man i was looking for 
3761,you re the best one 
3762,you re the best singer i know 
3763,you re the person i expected 
3764,you re the only person who can do this 
3765,you re the best one 
3766,you re the best singer i know 
3767,you re the boss here 
3768,you re slightly aliight 
3769,you re free to say what you think 
3770,you re free to leave 
3771,you re free to say what you think 
3772,you re my boss 
3773,you re my reason to live 
3774,you re sick 
3775,you re sick 
3776,you re mean 
3777,you re mean 
3778,you re better than me 
3779,you re my guests 
3780,you re my enemy 
3781,you re my best customer 
3782,you re my boss 
3783,you re motivated 
3784,you re nervous 
3785,you re nervous 
3786,you re nervous 
3787,you re optimistic 
3788,you re organized 
3789,you re perfect 
3790,you re perfect for me 
3791,you re perfect 
3792,you re perfect for me 
3793,you re perfectly normal 
3794,you re perfectly normal 
3795,you re perfectly normal 
3796,you re perfect 
3797,you re perfect for me 
3798,you re perfect 
3799,you re perfect for me 
3800,you re perfect as you are 
3801,you re patient 
3802,you re stronger than me 
3803,you re stronger than me 
3804,you re stronger than me 
3805,you re stronger than me 
3806,you re stronger than us 
3807,you re younger than me 
3808,you re polite 
3809,you re popular 
3810,you re prisoners 
3811,you re responsible for the accident 
3812,you re salty 
3813,you re dirty 
3814,you re drunk 
3815,you re out of it 
3816,you re drunk 
3817,you re drunk 
3818,you re so naive 
3819,you re so naive 
3820,you re so broke 
3821,you re so serious 
3822,you re so serious 
3823,you re so serious 
3824,you re special 
3825,you re on the right track 
3826,you re on the wrong road 
3827,you re on the right way 
3828,you re on the way 
3829,are you tom true? 
3830,you re still a lawyer aren t you? 
3831,you re always tired 
3832,you re always tired 
3833,you re always tired 
3834,you re always tired 
3835,you re very good at this 
3836,you re very good at this 
3837,you re very strong 
3838,you re very humble 
3839,you re very sick 
3840,you re too good with me 
3841,you re too tall 
3842,you re too humble 
3843,you re too young to understand 
3844,you re too young to get married 
3845,you re too young to travel alone 
3846,you re too young to go there alone 
3847,you re too young to understand 
3848,you re too young to die 
3849,you re too modest 
3850,you re too suspicious about everything 
3851,you re too old 
3852,you re too old 
3853,you re too old 
3854,you re an artist 
3855,you re a very good artist 
3856,you re a good actor 
3857,you re a good student 
3858,you re a good chess player 
3859,you re a better friend of mine 
3860,you re a kid 
3861,you re a great writer 
3862,you re a hero 
3863,you re a good man 
3864,you re a good man 
3865,you re a cruel man 
3866,you re a funny man 
3867,you re a dead man 
3868,you re a terrible piece of idiots 
3869,you re a monster 
3870,you re a naive 
3871,you re a little too optimistic 
3872,you re a little taller than me 
3873,you re a little taller than me 
3874,you re a little shorter than me 
3875,you re a little shorter than me 
3876,you re a dream 
3877,you re a brokeer 
3878,you re a soldier now 
3879,you re a thief 
3880,you re a real man 
3881,you re an artist 
3882,you re a very good artist 
3883,you re a good student 
3884,you re a good mother 
3885,you re a terrible singer 
3886,you re one of my best friends 
3887,you re a funny young woman 
3888,you re a kid 
3889,you re a talented child 
3890,you re a woman 
3891,you re a terrible piece of energy 
3892,you re an old woman 
3893,you re a difficult person to find 
3894,you re a nice person 
3895,you re a very selfish person 
3896,you re a very generous person 
3897,you re a very important person for me 
3898,you re a very sick person 
3899,you re a brokeer 
3900,you re a thorough 
3901,you re really difficult to understand 
3902,you re really sweet 
3903,you re really evil 
3904,you re really a genius 
3905,you re mistaken 
3906,you re part of the team 
3907,you re too talented 
3908,you re making a serious mistake 
3909,you make me lose my time 
3910,you re still lying 
3911,you re not going to the right direction 
3912,you re not going to win 
3913,you have no right to smoke here 
3914,you re not entirely wrong 
3915,you have no view together 
3916,you re not listening are you? 
3917,you re not old enough to drive 
3918,you re not old enough to drive 
3919,you re not old enough to drive 
3920,you re not as young as tom 
3921,you re not allowed to swim here 
3922,you re not allowed to leave this room 
3923,you re not allowed in this room 
3924,you re not allowed to swim here 
3925,you re not allowed to leave this room 
3926,you re not allowed in this room 
3927,you re not allowed to swim here 
3928,you re not allowed to leave this room 
3929,you re not allowed in this room 
3930,you re not allowed to swim here 
3931,you re not allowed to speak french here 
3932,you re not allowed to leave this room 
3933,you re not allowed in this room 
3934,you re not hurt 
3935,you re not hurt 
3936,you aren t supposed to play baseball here 
3937,you re not guilty 
3938,you re not in danger 
3939,you re not yet off 
3940,you re not invinctive 
3941,you re not young 
3942,you re not young 
3943,you re not the only one who is busy 
3944,you re not the only canadian girl here 
3945,you re not ugly 
3946,you re not the problem 
3947,you re not the only one who is busy 
3948,you re not the only canadian girl here 
3949,you haven t welcome in this house 
3950,you re not the only canadian girl here 
3951,you re not the only one who thinks 
3952,you re not the only canadian girl here 
3953,you re not my husband 
3954,you re not a saint anymore 
3955,you re not a secret either 
3956,you re not poor are you? 
3957,you re not in such a hurry? 
3958,you re not in such a hurry? 
3959,you re not in such a hurry? 
3960,you re not ready for this 
3961,you re not ready for this 
3962,you re not ready for this 
3963,you re not ready for this 
3964,you re not responsible for the accident 
3965,you re not stupid 
3966,you re not a long time 
3967,you re not a loser 
3968,you re not a very good liar 
3969,you re not a person easy to find 
3970,you re not a very good liar 
3971,you re not even dressed today 
3972,you re not funny anymore 
3973,you re not funny anymore 
3974,you re not funny anymore 
3975,you re not funny anymore 
3976,you re not allowed to talk anymore 
3977,you re not allowed to talk anymore 
3978,you re not allowed to talk anymore 
3979,you re not allowed to do that anymore 
3980,you re not allowed to talk anymore 
3981,you re not welcome home anymore 
3982,you re not the most welcome of my house 
3983,you haven t been the right place at home anymore 
3984,you haven t been the right place at home anymore 
3985,you re never home 
3986,you re not really funny 
3987,you re not allowed 
3988,you re not allowed 
3989,you re not allowed 
3990,you re not allowed 
3991,you re not in any danger 
3992,you don t tell me the truth 
3993,you don t tell me the truth 
3994,you re not missing anything 
3995,you re bleeding 
3996,you ll always be welcome 
3997,you want too much money for that car 
3998,you both acts like children 
