ID,fra
2791,nous essayons de changer cela
2792,nous essayons de comprendre
2793,nous essayons de resoudre ce probleme
2794,nous essayons de rester a jour
2795,nous essayons de travailler
2796,nous essayons juste de t aider
2797,nous essayons seulement de te venir en aide
2798,nous essayons tous de nous rendre quelque part
2799,nous etudions
2800,nous faisons ca ensemble
2801,nous faisons la bonne chose
2802,nous faisons le mauvais choix
2803,nous faisons partie de l equipe
2804,nous faisons tout ce que nous pouvons pour tom
2805,nous faisons tout notre possible pour tom
2806,nous faisons une erreur
2807,nous faisons une grave erreur
2808,nous faisons une grave erreur vous savez
2809,nous faisons une grosse erreur
2810,nous jouons a un jeu
2811,nous le cherchons
2812,nous manquons d eau
2813,nous manquons d espace
2814,nous n allons pas arreter maintenant
2815,nous n allons pas avec vous
2816,nous n allons pas faire ca
2817,nous n allons pas le vendre
2818,nous n allons pas loin
2819,nous n allons pas repondre a plus de questions
2820,nous n allons pas vous faire de mal
2821,nous n allons pas vous mentir
2822,nous n allons plus faire ceci
2823,nous n avons jamais tort
2824,nous n avons plus de carburant
2825,nous n avons plus le controle
2826,nous ne faisons plus ca
2827,nous ne faisons que regarder
2828,nous ne le faisons pas de cette facon
2829,nous ne mangerons pas
2830,nous ne sommes pas aussi occupes que tom
2831,nous ne sommes pas aussi riches que tom
2832,nous ne sommes pas autorisees a faire ca
2833,nous ne sommes pas autorises a faire cela
2834,nous ne sommes pas canadiens
2835,nous ne sommes pas censes faire cela
2836,nous ne sommes pas comme ca
2837,nous ne sommes pas comme elles
2838,nous ne sommes pas comme eux
2839,nous ne sommes pas contre
2840,nous ne sommes pas des ennemis
2841,nous ne sommes pas des etasuniens
2842,nous ne sommes pas difficiles
2843,nous ne sommes pas en couple
2844,nous ne sommes pas en danger
2845,nous ne sommes pas encore certaines de ca
2846,nous ne sommes pas encore pretes
2847,nous ne sommes pas encore prets
2848,nous ne sommes pas encore sures de cela
2849,nous ne sommes pas ici pour nous amuser
2850,nous ne sommes pas les seules a le faire
2851,nous ne sommes pas les seules canadiennes ici
2852,nous ne sommes pas les seuls a le faire
2853,nous ne sommes pas les seuls canadiens ici
2854,nous ne sommes pas payes pour ca
2855,nous ne sommes pas policiers
2856,nous ne sommes pas presses
2857,nous ne sommes pas pretes a faire ca
2858,nous ne sommes pas prets a faire cela
2859,nous ne sommes pas prets a jeter l eponge
2860,nous ne sommes pas si confiants
2861,nous ne sommes pas si loin de chez moi
2862,nous ne sommes pas si pauvres
2863,nous ne sommes pas si stupides
2864,nous ne sommes pas supposees faire ca
2865,nous ne sommes pas tous aussi fatigues que toi
2866,nous ne sommes pas tous aussi idiots
2867,nous ne sommes pas toutes aussi fatiguees que vous
2868,nous ne sommes plus a l ecole
2869,nous ne sommes pratiquement jamais chez nous
2870,nous ne sommes qu a mi chemin
2871,nous nous battons encore
2872,nous nous en allons maintenant
2873,nous nous marions en octobre
2874,nous nous rendons a la montagne
2875,nous parlons de toi
2876,nous parlons de vous
2877,nous partons
2878,nous partons cet apres midi
2879,nous partons dans cinq minutes
2880,nous partons demain
2881,nous partons vers midi
2882,nous passons du bon temps
2883,nous passons un bon moment
2884,nous perdons notre temps ici
2885,nous prenons l avion pour boston lundi
2886,nous prenons le petit dejeuner a l interieur
2887,nous prenons un gros risque
2888,nous quittons boston
2889,nous quittons l australie le mois prochain
2890,nous quittons le japon demain matin
2891,nous recherchons la verite
2892,nous recherchons quelqu un
2893,nous recherchons un cuisinier
2894,nous regardons la television
2895,nous sommes a bord du mauvais train
2896,nous sommes a court d essence
2897,nous sommes a l aise dans notre nouvelle maison
2898,nous sommes a la banque
2899,nous sommes a peu pres d accord
2900,nous sommes assez decues
2901,nous sommes assez decus
2902,nous sommes assez fiers de cela
2903,nous sommes au c ur d une crise
2904,nous sommes avec vous
2905,nous sommes censes nous faire confiance
2906,nous sommes certains de pouvoir le faire
2907,nous sommes chanceuses d etre vivantes
2908,nous sommes chanceux d etre en vie
2909,nous sommes confrontes a une situation difficile
2910,nous sommes conscients de ca
2911,nous sommes conscients des risques
2912,nous sommes conscients du probleme
2913,nous sommes contentes de te voir
2914,nous sommes contentes de vous voir
2915,nous sommes contents de te voir
2916,nous sommes contents de vous voir
2917,nous sommes contre le travail du dimanche
2918,nous sommes dans la meme classe
2919,nous sommes dans un endroit sur maintenant
2920,nous sommes de la meme famille
2921,nous sommes de retour a la case depart
2922,nous sommes de tres bons amis
2923,nous sommes deja vieux
2924,nous sommes des garcons
2925,nous sommes des gens comme les autres
2926,nous sommes des gens serieux
2927,nous sommes desoles de son erreur
2928,nous sommes en chemin
2929,nous sommes en faveur de ton plan
2930,nous sommes en grand danger
2931,nous sommes en pleine crise
2932,nous sommes en retard pour l ecole
2933,nous sommes en retard sur l emploi du temps
2934,nous sommes en reunion
2935,nous sommes en securite pour l instant
2936,nous sommes en securite pour le moment
2937,nous sommes en train de diner
2938,nous sommes encore a boston
2939,nous sommes encore a la maison
2940,nous sommes encore sous le choc
2941,nous sommes enfin libres
2942,nous sommes ennemies
2943,nous sommes ennemis
2944,nous sommes entre de bonnes mains
2945,nous sommes epuisees
2946,nous sommes epuises
2947,nous sommes extravertis
2948,nous sommes extremement inquiets
2949,nous sommes fascines
2950,nous sommes fiers de nos enfants
2951,nous sommes fiers de toi
2952,nous sommes folles l une de l autre
2953,nous sommes fous l un de l autre
2954,nous sommes habitues a manger de la nourriture ordinaire
2955,nous sommes heureux d etre ici
2956,nous sommes heureux de notre voiture
2957,nous sommes heureux de t avoir avec nous
2958,nous sommes ici avec nos enfants
2959,nous sommes ici en vacances
2960,nous sommes ici pour aider
2961,nous sommes ici pour vous aider
2962,nous sommes impatientes
2963,nous sommes impatients
2964,nous sommes impliquees
2965,nous sommes impliques
2966,nous sommes innocents
2967,nous sommes inquiets pour sa securite
2968,nous sommes interesses
2969,nous sommes justement tres occupes
2970,nous sommes justes
2971,nous sommes la pour aider
2972,nous sommes la pour de bon
2973,nous sommes la pour t aider
2974,nous sommes la pour toi
2975,nous sommes les seuls ici a parler francais
2976,nous sommes medecins
2977,nous sommes meilleures qu elles
2978,nous sommes meilleures qu eux
2979,nous sommes meilleurs qu elles
2980,nous sommes meilleurs qu eux
2981,nous sommes morts si elles nous trouvent
2982,nous sommes nerveuses
2983,nous sommes nouveaux en ville
2984,nous sommes nouvelles en ville
2985,nous sommes occupes tom
2986,nous sommes ouverts aux suggestions
2987,nous sommes ouverts demain soir
2988,nous sommes ouverts heures sur jours sur
2989,nous sommes parents
2990,nous sommes paresseuses
2991,nous sommes paresseux
2992,nous sommes parfaitement en securite ici
2993,nous sommes parfaits l un pour l autre
2994,nous sommes payes a la tache
2995,nous sommes plus forts
2996,nous sommes populaires
2997,nous sommes pratiquement une famille
2998,nous sommes presses
2999,nous sommes pretes a tout
3000,nous sommes pretes pour le match
3001,nous sommes prets a commencer
3002,nous sommes prets a nous battre
3003,nous sommes prets a prendre ce risque
3004,nous sommes prets a tout
3005,nous sommes prets pour le match
3006,nous sommes proches d une solution
3007,nous sommes propres
3008,nous sommes responsables
3009,nous sommes satisfaits de nos progres
3010,nous sommes seulement chanceuses
3011,nous sommes si fiers de toi
3012,nous sommes si fiers de vous
3013,nous sommes si heureux que vous soyez la
3014,nous sommes sur la bonne voie
3015,nous sommes sur la mauvaise route
3016,nous sommes sur le point de commencer
3017,nous sommes sures de cela
3018,nous sommes sures de pouvoir faire cela
3019,nous sommes sures que c etait un accident
3020,nous sommes surpris et choques
3021,nous sommes surs de cela
3022,nous sommes surs de pouvoir ca
3023,nous sommes tes amies
3024,nous sommes tes amis
3025,nous sommes toujours a boston
3026,nous sommes toujours affaires
3027,nous sommes toujours en forme
3028,nous sommes toujours en guerre
3029,nous sommes toujours exposes a un danger quelconque
3030,nous sommes toujours la
3031,nous sommes toujours la pour vous aider
3032,nous sommes toujours occupees
3033,nous sommes toujours occupes
3034,nous sommes toujours ouverts
3035,nous sommes tous canadiens
3036,nous sommes tous dans la meme situation
3037,nous sommes tous dans le meme bateau maintenant
3038,nous sommes tous en grand danger
3039,nous sommes tous fiers de toi
3040,nous sommes tous fiers de vous
3041,nous sommes tous impatients de connaitre la verite
3042,nous sommes tous inquiets
3043,nous sommes tous les deux dans la meme classe
3044,nous sommes tous les deux dans le meme camp
3045,nous sommes tous pareils a l interieur
3046,nous sommes tous prets pour ca
3047,nous sommes tous tres fiers de toi
3048,nous sommes tous un peu effrayes
3049,nous sommes toutes dans la meme situation
3050,nous sommes toutes les deux dans la meme classe
3051,nous sommes toutes les deux du meme cote
3052,nous sommes toutes pretes pour cela
3053,nous sommes tres differentes vous et moi
3054,nous sommes tres differents toi et moi
3055,nous sommes tres fiers de nos enfants
3056,nous sommes tres fiers de nous
3057,nous sommes tres fiers de toi
3058,nous sommes tres fiers de vous
3059,nous sommes tres heureuses pour toi
3060,nous sommes tres heureuses pour vous
3061,nous sommes tres heureux pour toi
3062,nous sommes tres heureux pour vous
3063,nous sommes tres inquiets pour toi
3064,nous sommes tres interesses
3065,nous sommes tres nerveux a ce sujet
3066,nous sommes tres reconnaissants pour ca
3067,nous sommes trop fatiguees pour etudier
3068,nous sommes un groupe actif
3069,nous sommes un peu inquiets
3070,nous sommes un peu presses actuellement
3071,nous sommes un peu presses par le temps
3072,nous sommes voisins
3073,nous sommes vraiment decus
3074,nous t attendons
3075,nous te demandons de ne pas faire ca
3076,nous tentons tous de gagner
3077,nous travaillons actuellement sur ce probleme
3078,nous vous demandons de ne pas faire cela
3079,nous y travaillons
3080,on a besoin de moi ici
3081,on a la tete qui tourne
3082,on arrive
3083,on attend tom
3084,on compte sur toi
3085,on compte sur vous
3086,on crie
3087,on demenage le mois prochain
3088,on demenage tous les deux a boston
3089,on dit tous les deux la verite
3090,on economise pour acheter une maison
3091,on essaie de t aider
3092,on essaie de travailler
3093,on essaie juste de passer un bon moment
3094,on essaye de construire quelque chose
3095,on est a court de munitions
3096,on est ce qu on mange
3097,on est chanceux d etre vivants
3098,on est comme une famille
3099,on est content pour toi
3100,on est contentes de te voir
3101,on est contents de te voir
3102,on est cousins
3103,on est dans le mauvais train
3104,on est dans les temps
3105,on est en bonne voie
3106,on est en route
3107,on est la pour s amuser
3108,on est loin d avoir termine
3109,on est presque a la maison
3110,on est si heureux que tu sois la
3111,on est sur le point de manger
3112,on est tellement occupes !
3113,on est toujours ouvert
3114,on est tous comme tom
3115,on est tous les deux dans la meme classe
3116,on est tres occupes la
3117,on est un peu en retard
3118,on etudie
3119,on fait ce qu on peut
3120,on fait de notre mieux
3121,on fait une fete vendredi soir
3122,on fait une grosse erreur tu sais
3123,on la prend souvent pour sa s ur
3124,on le fait ensemble
3125,on le prend souvent pour son frere
3126,on leur achete de la nourriture
3127,on m attend
3128,on me prend
3129,on me prend souvent pour mon frere
3130,on me prend souvent pour un etranger
3131,on n a pas besoin de toi ici
3132,on n est pas encore certains de ca
3133,on n est pas encore sur de ca
3134,on n est pas la pour s amuser
3135,on n est pas si differents tu sais
3136,on n est pas sortis de l auberge !
3137,on n est plus ensemble
3138,on n est pratiquement jamais chez nous
3139,on n y retourne pas
3140,on ne dort pas
3141,on ne fait rien du tout
3142,on ne se voit plus
3143,on ne te tient pas pour responsable
3144,on ne va nulle part aujourd hui
3145,on ne va pas abandonner
3146,on ne va pas attendre tom
3147,on ne va pas avec toi
3148,on ne va pas perdre
3149,on ne va pas se faire la guerre
3150,on ne va pas te mentir
3151,on ne va rien faire de fou
3152,on ne va rien manger
3153,on part dans cinq minutes
3154,on part maintenant
3155,on prevoit d y aller demain
3156,on prevoit d y aller ensemble
3157,on rentre a la maison
3158,on reste les meilleurs du monde
3159,on va au cinema ce soir
3160,on va au marche
3161,on va boire un verre
3162,on va chez moi
3163,on va devoir bientot partir
3164,on va droit dans le mur
3165,on va en ville manger une pizza
3166,on va etre riches
3167,on va faire ca
3168,on va faire de notre mieux
3169,on va faire une petite pause
3170,on va rester a la maison aujourd hui
3171,on va rester ici toute la journee
3172,on va revoir tom
3173,on va s acheter une voiture
3174,on va s amuser
3175,on va s occuper de toi
3176,on va se battre jusqu au bout
3177,on va se promener
3178,on va t aider
3179,on va te proteger
3180,on va vous sortir de la
3181,on va y aller
3182,on y est presque
3183,on y travaille
3184,on y va en train
3185,plus rien ne m etonne
3186,poser des questions lui fait honte
3187,quelqu un m attend
3188,ravi que tu te sois bien amuse
3189,sans blague !
3190,serieusement !
3191,serieux !
3192,seuls les faits nous interessent
3193,t as bien raison
3194,t as de la chance
3195,t assures
3196,t es chanceux
3197,t es gare sur ma place
3198,t es pas normal
3199,t es serieux non ?
3200,t es un horrible conducteur
3201,t es vilaine
3202,t es vraiment pas marrant
3203,t es vraiment un bon ami
3204,toi et moi sommes dans le meme bateau
3205,tom et moi sommes amis
3206,ton travail m interesse
3207,tout cela est de ma faute
3208,tu arrives bien trop tard
3209,tu as beaucoup de chance
3210,tu as bien raison
3211,tu as ca dans le sang
3212,tu as de gros ennuis maintenant
3213,tu as dix minutes de retard
3214,tu as droit a la verite
3215,tu as juste un peu le mal du pays
3216,tu as l air en forme !
3217,tu as l air en pleine forme
3218,tu as l air fatiguee
3219,tu as la poisse
3220,tu as peur de la verite
3221,tu as presque raison mais pas tout a fait
3222,tu as probablement de nouveau raison
3223,tu as probablement encore raison
3224,tu as raison comme toujours
3225,tu as reussi
3226,tu as sommeil donc va te coucher
3227,tu as toujours raison
3228,tu as toujours tort
3229,tu as tout a fait raison
3230,tu as tres probablement raison
3231,tu as trois ans de plus que moi
3232,tu as trois ans de plus que tom
3233,tu cherches juste a gagner du temps
3234,tu cherches les ennuis
3235,tu commences a m ennuyer
3236,tu commets une grave erreur
3237,tu conduis beaucoup trop vite
3238,tu conduis plutot bien
3239,tu conduis tres mal
3240,tu crains la verite
3241,tu deformes la verite
3242,tu deviens plus fort
3243,tu deviens toujours plus belle
3244,tu enfreins la loi
3245,tu es a bout de nerfs
3246,tu es a court d options
3247,tu es a l evidence trop ivre pour conduire
3248,tu es adulte maintenant
3249,tu es amoureuse
3250,tu es amoureuse de lui
3251,tu es amoureux
3252,tu es apres moi
3253,tu es assez grand pour comprendre ca
3254,tu es assez grande maintenant
3255,tu es assis dans mon siege
3256,tu es assise a ma place
3257,tu es avec tom non ?
3258,tu es aventureuse
3259,tu es bien mieux sans lui
3260,tu es bien plus rapide que moi
3261,tu es bien sur de toi
3262,tu es bien trop jeune pour faire ceci
3263,tu es blanche comme un linge
3264,tu es bon a cela
3265,tu es bourre donne moi tes cles
3266,tu es canadien n est ce pas ?
3267,tu es casse pieds
3268,tu es celle que j aime
3269,tu es cense faire ca
3270,tu es chanceuse d avoir un boulot
3271,tu es chanceuse d avoir un si bon travail
3272,tu es chanceuse d etre en vie
3273,tu es chanceuse d etre vivante
3274,tu es chanceux d avoir un si bon travail
3275,tu es chanceux d etre en vie
3276,tu es chanceux d etre vivant
3277,tu es coince
3278,tu es comme ta s ur
3279,tu es comme tu es
3280,tu es comme une vieille femme
3281,tu es completement dingue
3282,tu es completement fou
3283,tu es contagieuse
3284,tu es contagieux
3285,tu es content
3286,tu es curieuse non ?
3287,tu es dangereux
3288,tu es de beaucoup plus rapide que moi
3289,tu es de loin plus rapide que moi
3290,tu es de mon age
3291,tu es debout tard
3292,tu es debout tot
3293,tu es demande au telephone
3294,tu es direct
3295,tu es directe
3296,tu es doue pour ca
3297,tu es douee pour ca
3298,tu es egalement mon meilleur ami
3299,tu es en danger toi aussi
3300,tu es en etat d arrestation !
3301,tu es en retard de dix minutes
3302,tu es en securite avec nous
3303,tu es en securite ici
3304,tu es encore jeune et en bonne sante
3305,tu es encore plus belle que dans mon souvenir
3306,tu es encore trop petit
3307,tu es encore trop petite
3308,tu es encore un debutant
3309,tu es experimente
3310,tu es fatigue
3311,tu es fatiguee
3312,tu es forte
3313,tu es gare sur ma place
3314,tu es genereuse
3315,tu es genereux
3316,tu es grand mais il est encore plus grand
3317,tu es gravement malade
3318,tu es ici en securite
3319,tu es implique
3320,tu es impliquee
3321,tu es impulsif
3322,tu es innocent
3323,tu es innocente
3324,tu es intelligent
3325,tu es interessant
3326,tu es introverti
3327,tu es invite a diner
3328,tu es irremplacable
3329,tu es irresponsable
3330,tu es jeune et fort
3331,tu es jeune et forte
3332,tu es juste different
3333,tu es juste jalouse c est tout
3334,tu es juste jaloux c est tout
3335,tu es la femme parfaite pour moi
3336,tu es la femme que j aime
3337,tu es la meilleure chanteuse que je connaisse
3338,tu es la personne que j attendais
3339,tu es la plus belle femme que je connaisse
3340,tu es la seule femme pour moi
3341,tu es la seule personne qui puisse faire ca
3342,tu es la seule qui puisse nous aider
3343,tu es le bienvenu ici
3344,tu es le meilleur chanteur que je connaisse
3345,tu es le patron ici
3346,tu es le pire eleve de la classe
3347,tu es le seul a avoir vu tom
3348,tu es le seul a pouvoir nous aider
3349,tu es le seul que je connaisse ici
3350,tu es le seul qui puisse nous aider
3351,tu es libre de partir maintenant
3352,tu es ma patronne
3353,tu es ma raison de vivre
3354,tu es malade !
3355,tu es marie maintenant
3356,tu es mechante
3357,tu es meilleur qu ils ne le sont
3358,tu es meilleur que tom
3359,tu es meilleure que moi
3360,tu es mon frere et je t aime
3361,tu es mon heros tom
3362,tu es mon meilleur client
3363,tu es mon patron
3364,tu es mon seul ami
3365,tu es motive
3366,tu es nerveuse
3367,tu es nerveux
3368,tu es normal
3369,tu es normale
3370,tu es optimiste
3371,tu es organise
3372,tu es paresseuse !
3373,tu es parfait a tout
3374,tu es parfait pour moi
3375,tu es parfaite
3376,tu es parfaite a tout
3377,tu es parfaite pour moi
3378,tu es parfaitement normale
3379,tu es patient
3380,tu es photogenique
3381,tu es plus fort que moi
3382,tu es plus forte que moi
3383,tu es plus grand que moi maintenant
3384,tu es plus intelligente que ca
3385,tu es plus jeune que moi
3386,tu es poli
3387,tu es populaire
3388,tu es professeur
3389,tu es punie de sortie pendant un mois
3390,tu es quelqu un de bien
3391,tu es sale
3392,tu es sans espoir
3393,tu es saoul
3394,tu es saoule
3395,tu es si belle
3396,tu es si bizarre
3397,tu es si jeune
3398,tu es si naif
3399,tu es si naive
3400,tu es si parfait
3401,tu es si romantique
3402,tu es si serieuse
3403,tu es si serieux
3404,tu es supposee faire ca
3405,tu es sur la mauvaise route
3406,tu es tellement credule
3407,tu es terriblement calme ce matin
3408,tu es tom n est ce pas ?
3409,tu es toujours avocat non ?
3410,tu es toujours dans le coin
3411,tu es toujours fatigue
3412,tu es toujours fatiguee
3413,tu es toujours tres belle
3414,tu es toujours trop serieux
3415,tu es toujours une femme tres seduisante
3416,tu es tout comme moi
3417,tu es tres attentif
3418,tu es tres bon a ca
3419,tu es tres bonne a ca
3420,tu es tres chanceuse
3421,tu es tres credule
3422,tu es tres elegante aujourd hui
3423,tu es tres humble
3424,tu es tres photogenique
3425,tu es tres rapide
3426,tu es trois ans plus vieux que tom
3427,tu es trop bon avec moi
3428,tu es trop canon
3429,tu es trop dure avec toi meme
3430,tu es trop emotive
3431,tu es trop grand
3432,tu es trop humble
3433,tu es trop jeune pour boire
3434,tu es trop jeune pour boire de la biere
3435,tu es trop jeune pour comprendre
3436,tu es trop jeune pour comprendre ces choses la
3437,tu es trop jeune pour conduire une voiture
3438,tu es trop jeune pour faire ca
3439,tu es trop jeune pour mourir
3440,tu es trop jeune pour regarder ce film
3441,tu es trop jeune pour vivre seule
3442,tu es trop jeune pour voyager tout seul
3443,tu es trop jeune pour y aller tout seul
3444,tu es trop nerveux
3445,tu es trop petit
3446,tu es trop vieille
3447,tu es trop vieux
3448,tu es un ange
3449,tu es un artiste
3450,tu es un artiste tres doue
3451,tu es un bon a rien
3452,tu es un bon acteur
3453,tu es un bon gamin
3454,tu es un bon musicien
3455,tu es un cas desespere
3456,tu es un de mes meilleurs amis
3457,tu es un des notres
3458,tu es un enfant
3459,tu es un enfant intelligent
3460,tu es un enfant talentueux
3461,tu es un flemmard
3462,tu es un frimeur
3463,tu es un gars tres chanceux
3464,tu es un gars tres maladroit
3465,tu es un grand garcon
3466,tu es un heros tom
3467,tu es un homme bon
3468,tu es un homme drole tom
3469,tu es un homme mort
3470,tu es un idiot irresponsable
3471,tu es un imbecile et un couard
3472,tu es un monstre
3473,tu es un petit peu en surpoids
3474,tu es un peu bizarre
3475,tu es un peu plus grand que moi
3476,tu es un peu plus grande que moi
3477,tu es un peu plus petit que moi
3478,tu es un peu plus petite que moi
3479,tu es un pietre menteur
3480,tu es un probleme
3481,tu es un professionnel et je suis un amateur
3482,tu es un reveur
3483,tu es un romantique
3484,tu es un tres bon artiste
3485,tu es un tres bon conducteur
3486,tu es un tres bon danseur
3487,tu es un voleur
3488,tu es un vrai casse pieds
3489,tu es une artiste
3490,tu es une artiste tres douee
3491,tu es une belle jeune fille
3492,tu es une bonne etudiante
3493,tu es une de mes meilleures amies
3494,tu es une enfant
3495,tu es une femme
3496,tu es une femme seduisante
3497,tu es une fille bizarre
3498,tu es une fille chanceuse
3499,tu es une fille seduisante
3500,tu es une grosse menteuse
3501,tu es une idiote
3502,tu es une idiote irresponsable
3503,tu es une jeune femme amusante
3504,tu es une jolie jeune fille
3505,tu es une personne difficile a trouver
3506,tu es une personne tres egoiste
3507,tu es une personne tres genereuse
3508,tu es une personne tres importante pour moi
3509,tu es une romantique
3510,tu es une tres belle femme
3511,tu es une tres belle fille
3512,tu es une tres jolie fille
3513,tu es une voleuse
3514,tu es vraiment bizarre
3515,tu es vraiment difficile a comprendre
3516,tu es vraiment doue
3517,tu es vraiment en mauvais etat
3518,tu es vraiment malin
3519,tu fais du bon travail
3520,tu fais erreur
3521,tu fais partie de l equipe
3522,tu fais partie de la famille
3523,tu fais partie de ma vie
3524,tu frissonnes tu as froid ?
3525,tu joues a un super jeu
3526,tu lis mes pensees
3527,tu me caches quelque chose non pas du tout
3528,tu me fais honte
3529,tu me fais marcher n est ce pas ?
3530,tu me fais perdre mon temps
3531,tu me fais vraiment peur
3532,tu me fatigues
3533,tu me rends nerveux
3534,tu n as pas le droit de fumer ici
3535,tu n as pas souvent tort
3536,tu n as pas tort
3537,tu n ecoutes pas
3538,tu n es pas assez grande pour conduire
3539,tu n es pas assez grande pour faire ca
3540,tu n es pas assez vieux pour conduire
3541,tu n es pas autorise a nager ici
3542,tu n es pas autorise a quitter cette piece
3543,tu n es pas autorisee a faire ca
3544,tu n es pas autorisee a nager ici
3545,tu n es pas autorisee a quitter cette piece
3546,tu n es pas blesse
3547,tu n es pas cense avoir cette cle
3548,tu n es pas cense savoir ca
3549,tu n es pas comme tous les autres
3550,tu n es pas dans ton etat normal
3551,tu n es pas en danger
3552,tu n es pas en etat de conduire
3553,tu n es pas en train de mourir
3554,tu n es pas encore en age de conduire
3555,tu n es pas encore pret
3556,tu n es pas invincible
3557,tu n es pas jeune
3558,tu n es pas la bienvenue dans cette maison
3559,tu n es pas la seule canadienne ici
3560,tu n es pas le bienvenu dans cette maison
3561,tu n es pas le bienvenu ici
3562,tu n es pas le probleme
3563,tu n es pas le seul canadien ici
3564,tu n es pas necessaire
3565,tu n es pas non plus un saint
3566,tu n es pas non plus une sainte
3567,tu n es pas pauvre si ?
3568,tu n es pas presse si ?
3569,tu n es pas pressee si ?
3570,tu n es pas pret pour ca
3571,tu n es pas prete
3572,tu n es pas prete pour ca
3573,tu n es pas si important que ca
3574,tu n es pas sorti de l auberge
3575,tu n es pas stupide
3576,tu n es pas toi meme aujourd hui
3577,tu n es pas trop mal
3578,tu n es pas un perdant
3579,tu n es pas un tres bon menteur
3580,tu n es pas une mauvaise personne
3581,tu n es pas une tres bonne menteuse
3582,tu n es plus amusant
3583,tu n es plus amusante
3584,tu n es plus autorise a parler
3585,tu n es plus autorisee a parler
3586,tu n es plus la bienvenue chez moi
3587,tu n es plus le bienvenu chez moi
3588,tu n es plus tout jeune
3589,tu n es pratiquement jamais chez toi
3590,tu n es qu un bon a rien
3591,tu n es qu une jeune fille
3592,tu n y es pas autorise
3593,tu n y es pas autorisee
3594,tu ne fais pas le poids
3595,tu ne le fais pas de la bonne maniere
3596,tu ne me deranges pas du tout
3597,tu ne me dis pas la verite
3598,tu ne me dis pas toute la verite
3599,tu ne rates pas grand chose
3600,tu ne risques rien
3601,tu ne souris pas
3602,tu ne vas nulle part
3603,tu ne vas pas gagner
3604,tu ne vas pas le faire j espere
3605,tu ne vas pas t en sortir comme ca
3606,tu ne vas t en tirer comme ca
3607,tu perds
3608,tu peux partir maintenant
3609,tu portes ton chandail a l envers
3610,tu portes ton pull a l envers
3611,tu reves
3612,tu rougis ! non je ne rougis pas
3613,tu saignes a nouveau
3614,tu souris
3615,tu t en sors mieux sans moi
3616,tu t en sors tres bien
3617,tu t es gare sur ma place
3618,tu t exprimes tres bien
3619,tu te cherches juste des excuses
3620,tu te comportes comme une idiote
3621,tu te conduis de facon etrange
3622,tu te debrouilles
3623,tu te mens a toi meme
3624,tu te sens mieux n est ce pas ?
3625,tu te tiens sur ma route
3626,tu te trouves en travers de mon chemin
3627,tu te trouves sur la liste
3628,tu vas adorer
3629,tu vas aimer ce cours de musique
3630,tu vas avoir besoin d aide
3631,tu vas avoir des problemes
3632,tu vas devenir mere
3633,tu vas devoir attendre un peu
3634,tu vas devoir faire confiance a tom
3635,tu vas en avoir besoin
3636,tu vas encore etre en retard
3637,tu vas encore etre en retard a l ecole
3638,tu vas etre en retard au travail
3639,tu vas etre jalouse
3640,tu vas etre jaloux
3641,tu vas nous manquer
3642,tu vas payer pour ca
3643,tu vas te blesser
3644,tu vas te faire mal
3645,tu vas vraiment me manquer
3646,tu vas y arriver apres tout
3647,une longue nuit nous attend
3648,votre travail m interesse
3649,vous allez avoir besoin d aide
3650,vous allez devenir mere
3651,vous allez devoir attendre ici
3652,vous allez devoir attendre un peu
3653,vous allez devoir faire confiance a tom
3654,vous allez encore etre en retard
3655,vous allez etre fiers de moi
3656,vous allez etre jalouse
3657,vous allez etre jalouses
3658,vous allez etre jaloux
3659,vous allez me faire rougir
3660,vous allez mourir de froid
3661,vous allez nous manquer
3662,vous allez payer pour ceci
3663,vous allez vouloir voir ca
3664,vous allez vraiment me manquer les gars
3665,vous attirez l attention sur vous
3666,vous avez de gros problemes maintenant
3667,vous avez de la chance d etre en vie
3668,vous avez dix minutes de retard
3669,vous avez le meme age que moi
3670,vous avez parfaitement raison !
3671,vous avez peur de la verite
3672,vous avez presque raison
3673,vous avez raison je pense
3674,vous avez raison sur une chose
3675,vous avez raison tom
3676,vous avez sommeil donc allez vous coucher
3677,vous avez tous les deux tort
3678,vous avez tout faux
3679,vous avez un mois de loyer en retard
3680,vous avez un mois de retard sur votre loyer
3681,vous commencez a m agacer
3682,vous commencez a m ennuyer
3683,vous commettez une grave erreur
3684,vous conduisez horriblement mal
3685,vous deformez la verite
3686,vous devenez de plus en plus beaux
3687,vous devez rester ici
3688,vous et moi sommes dans le meme bateau
3689,vous etes a court d options
3690,vous etes a court de temps
3691,vous etes a l evidence trop ivre pour conduire
3692,vous etes a l heure
3693,vous etes amoureuse
3694,vous etes amoureuses
3695,vous etes amoureux
3696,vous etes assis a ma place
3697,vous etes avec tom n est ce pas ?
3698,vous etes aventureuse
3699,vous etes beaucoup trop en retard
3700,vous etes bien trop jeune pour faire ceci
3701,vous etes bien trop jeunes pour faire ceci
3702,vous etes cense faire cela
3703,vous etes censees faire cela
3704,vous etes censes faire ca
3705,vous etes chanceuse d avoir un emploi
3706,vous etes chanceuse d avoir un si bon emploi
3707,vous etes chanceuses d avoir un boulot
3708,vous etes chanceuses d avoir un si bon emploi
3709,vous etes chanceux d avoir un si bon travail
3710,vous etes comme vous etes
3711,vous etes contagieuse
3712,vous etes contagieux
3713,vous etes content
3714,vous etes contente
3715,vous etes contentes
3716,vous etes contents
3717,vous etes curieuse n est ce pas ?
